EAAFD,0.537971544482
CCFAA,-0.959945315285
CCFDB,0.377607773984
BBACB,2.44770405818
FFCCE,-1.55977446403
CACAE,-1.00667924434
CDACF,2.60616587238
DEADA,0.53141541015
BABDC,-1.84910160823
DCABA,-0.661168683821
FAFBB,0.357942079528
AABAD,-0.369679333315
CEFAA,-0.953888622163
BFABB,-1.6634128948
EACFD,-1.4289085596
FCDBD,-2.30250455511
ADFBB,0.052140417567
AABDD,0.31256844172
DCAFE,-0.729869134093
CCBAA,-3.18747289254
DDFEE,1.84672674736
CCABE,-1.59276596752
EBBAC,-3.43901654317
FCDFA,-3.23502978286
EACEF,-0.604023936834
ECAAC,-2.52068314204
EFBDA,-3.38332239796
FECDA,-3.19263150729
CCCAF,-2.74642150566
DFDDD,0.644934291456
AEFEE,-0.185566692437
FFACE,0.407105640049
ACBBD,-2.92264616057
EBFEF,0.623363141919
CCDBC,-2.94737065583
BEEBD,-2.65111879731
FBEFE,-2.50492022426
EFAED,-0.014694633694
BBFAF,-0.256300064737
CAECD,3.05541702054
CCBBE,-3.74800848375
AFDBA,-2.48798955566
EFACB,1.1186505019
FACEB,-0.201391179557
EAFCA,2.58057281778
FFBCB,-1.03657559655
AEDDA,-1.29915009405
AEFDB,0.232690082017
ECEED,-1.27323265796
FBABC,-1.78803723499
ECBBC,-5.18020528407
EFCBB,-3.72618207243
EBDDB,-0.143859885588
DFCDF,-1.18508777996
AABFD,-0.886403444007
FDEDD,-0.554486315839
BEAAB,-1.15682120823
ACACE,1.13421211765
BAFFA,-0.213935063807
ACDBC,-3.09834504092
DACFF,-0.339117096604
FAFED,2.10254941419
ACFBD,-0.695118583318
AECAE,-3.20028413775
CDAAF,0.232493027938
BBEDE,-1.21007568276
BABCB,1.10423962831
BFABA,-2.31871820904
BDBFB,-2.82281009875
FBDDB,-0.143843467814
FADBB,-0.518592782308
FEDDF,-1.77731222928
BDBBF,-3.21298195337
FBBFB,-2.69380806896
CBCFD,-1.35884473313
EDACC,0.865024131928
EDDCF,0.92007415875
EACEC,-1.46332376446
FDCDB,-1.53134845665
CEECB,0.748011083585
AAACD,4.15923602735
FACDB,-0.494695684731
DFECD,1.88581576977
AFFBF,-1.35876571909
ACBCC,-1.57138528608
AFEBB,-2.28322783252
DADFF,0.823513206668
FEAAD,-0.987918435371
CCBDA,-2.5052251175
CAEBA,-0.742616192587
CCFDA,-0.277697540251
DFBED,-0.412753918786
CABEE,-0.219489376281
DAADC,1.96743506557
CDBCA,0.198234381425
DCDBC,-2.07202933753
ADCFF,-2.40208557192
BFEAD,-2.14915123225
DADEF,2.31578959757
CDDAF,-0.571756772869
